name,username,tweetid,time,tweets
IS_BAQIYA,BaqiyaIs,50,8/30/2015 13:04,@abuyaqub6: RT @Alwalawalbara12: May Allah punish every shiite ! https://twitter.com/AlArabiya_Eng/status/637795638063722497 
IS_BAQIYA,BaqiyaIs,51,8/30/2015 13:10,*NEW* Hijrah Advice Part 7: Security Measures http://t.co/m6xJWRXTbE/s/mTE2/s/bTlT/s/m8S8 http://t.co/m6xJWRXTbE/s/mTE2/s/... 
IS_BAQIYA,BaqiyaIs,52,8/30/2015 13:10,aNOr/s/mTE2/s/bTlT/s/m8S8 http:. 
IS_BAQIYA,BaqiyaIs,53,8/30/2015 13:14,#ولاية_دمشق مرتدین صحوات کے دو افراد ھلاک اور دیگر زخمی ہوگئے، یہ 
IS_BAQIYA,BaqiyaIs,54,8/30/2015 13:14,افراد جنوب دمشق یلدا میں ضلع الزین کی جانب جانیوالی ٹنل 
IS_BAQIYA,BaqiyaIs,55,8/30/2015 13:28,Nusra used to have a 5 to 7 km frontline against IS in North-Aleppo. IS could never advance from that side. 
IS_BAQIYA,BaqiyaIs,56,8/30/2015 13:31,"@macroarch: ابو سمرا، طرابلس، لبنان Abo Samra, Tripoli, Lebanon ht "
IS_BAQIYA,BaqiyaIs,57,8/30/2015 13:31,tp://t.co/sNAkcqB7MR/s/tFTW 
IS_BAQIYA,BaqiyaIs,58,8/30/2015 13:38,For Sake of Allah return_of_the_gold_dinar https://www.youtube.com/watch?v=IOkTW7XkFe0 http://t.co/nhkQJGxRjR/s/V84v http://t.co/jkDo16p9fX/s/VI21 http:. 
IS_BAQIYA,BaqiyaIs,59,8/30/2015 14:02,حشد الشعبي کا مددگار صحوات الجیسات کا عنصر عدنان الجبوري آج #المال 
IS_BAQIYA,BaqiyaIs,60,8/30/2015 14:02,حه / #بيجي میں جنود #الخلافة کے ہاتھوں ھلاک ہوگیا۔ http://t.co/CDoM 
IS_BAQIYA,BaqiyaIs,61,8/30/2015 14:03,E58qi7/s/L7uu 
IS_BAQIYA,BaqiyaIs,62,8/30/2015 16:27,"@AHWAAL_UMMAT10: ""مصطفى الزبيدي"" جیش الصفوي کا عنصر جنود #الخلافة ک "
IS_BAQIYA,BaqiyaIs,63,8/30/2015 16:27,ے ہاتھوں کل عراق میں ھلاک ہوگیا۔ https://twitter.com/account/suspended 
IS_BAQIYA,BaqiyaIs,64,8/30/2015 17:37,WilayatSalahuddin Side of the ongoing battles against Safavid army & militias west of Baiji city http://t.co/pGZxKkoC/s/3wt-. 
abu baker aldimashqi,abubakerdimshqi,65,8/31/2015 10:57,RT @abdelhakzait: @nasseralfahad0كما فعل المجاهدون وليس مجاهدين كيف لجاهل باللغه ان يكون عالما بالدين 
abu baker aldimashqi,abubakerdimshqi,66,8/31/2015 10:58,AMEEN #Mojahdin #Saudi https://twitter.com/account/suspended 
abu baker aldimashqi,abubakerdimshqi,67,8/31/2015 10:59,#IS #Doma https://twitter.com/account/suspended 
abu baker aldimashqi,abubakerdimshqi,68,8/31/2015 11:02,#ناصر_الفهد : [هذه الدوله (#السعودية ) لا تعرف جهادا في سبيل الله ولا غيره، وانما تعرف (الجهاد في سبيل أمريكا) ] . 
abu baker aldimashqi,abubakerdimshqi,69,8/31/2015 11:04,pls share brothers and sisters https://twitter.com/account/suspended 
abu baker aldimashqi,abubakerdimshqi,70,8/31/2015 11:39,عقبال #دمشق https://twitter.com/account/suspended 
abu baker aldimashqi,abubakerdimshqi,71,8/31/2015 11:44,RT @CNN: Photo of Israeli soldier holding Palestinian boy in headlock goes viral. http://www.cnn.com/2015/08/30/middleeast/west-bank-arrest-images-viral/index.html https://twitter.com/CNN/status/637980628089225216/photo/1 
IS_BAQIYA,BaqiyaIs,72,8/31/2015 13:17,"Iraq Hashd criminals bought to justice same way the killed Sunnis , they were killed by IS https://t.co/qSMoGs3IHh/s/cgxY http. "
IS_BAQIYA,BaqiyaIs,73,8/31/2015 14:50,غزوہ ابو حسان الخثعمی 
IS_BAQIYA,BaqiyaIs,74,8/31/2015 14:51,غزوہ ابو حسان الخثعمی. . 
IS_BAQIYA,BaqiyaIs,75,9/1/2015 10:59,Yarmouk TV channel linked to the Jordanian Muslim Brothers has been suspended by Joedanian authorities. http://t.co/pWIO0plqdJ/s/SzIN 
IS_BAQIYA,BaqiyaIs,76,9/1/2015 11:01,@anti__terrorist: #WilayatAlJazirah Harvesting comb honey from beehives https://justpaste.it/nfkk https://twitter.com/account/suspended 
IS_BAQIYA,BaqiyaIs,77,9/1/2015 11:06,#AlShabaab claims it killed 50+ #AMISOM soldiers from #UPDF in today's Jannaale attack carried out by Sheikh Abu Zubayr battali 
IS_BAQIYA,BaqiyaIs,78,9/1/2015 11:19,@FollowTheHaQQQ: #IslamicState Wilayet #Sinai Coming Soon https://twitter.com/account/suspended 
IS_BAQIYA,BaqiyaIs,79,9/1/2015 14:41,#IS #WilayatBarqah #Libya Distributing da'wah leaflets in Noufaliy 
IS_BAQIYA,BaqiyaIs,80,9/1/2015 14:41,ah town. 📷 https://justpaste.it/mat-nof http://t.co/fsd3nWsdGO/s/ 
IS_BAQIYA,BaqiyaIs,81,9/1/2015 14:41,on_Y 
IS_BAQIYA,BaqiyaIs,82,9/1/2015 14:49,The bakery Administration ➡ 9th in top ten selected wlaya raqqah 
IS_BAQIYA,BaqiyaIs,83,9/1/2015 14:49,https://t.co/NSaIFPbNG7/s/ZiSk https://twitter.com/account/suspended 
IS_BAQIYA,BaqiyaIs,84,9/1/2015 14:52,General Petraeus: Use Al-Qaeda (JN) Fighters to Beat the Islamic State http://www.thedailybeast.com/articles/2015/08/31/petraeus-use-al-qaeda-fighters-to-beat-isis.html I Leave the comments to 
IS_BAQIYA,BaqiyaIs,85,9/1/2015 14:52,"Poor IS ""Baathists & Saddamists"",even Russia have intervenerad on behalf of #Assad So, Kuffar, Nationalists, Apostates, Sultan scholars etc "
IS_BAQIYA,BaqiyaIs,86,9/1/2015 14:56,"@3diyah1000: Most popular attacks in Somalia last years : #dayniile attack, #Lego attack, #Jannale attack, #Yurkud attack. #Somalia "
IS_BAQIYA,BaqiyaIs,87,9/1/2015 15:03,"US-trained Division 30 has entered Marea to fight the Islamic State, JN has reportedly allowed this (?!) http://t.co/xC7g/s/6KhJ. "
abu baker aldimashqi,abubakerdimshqi,88,9/1/2015 16:05,@Tawheed1_IS but one is important to live when the other one is not! 
abu baker aldimashqi,abubakerdimshqi,89,9/1/2015 16:08,the word of the week! https://twitter.com/account/suspended 
abu baker aldimashqi,abubakerdimshqi,90,9/1/2015 16:21,"@IronMuhajir2 @jundhullah14 nothing like Jihad, God give us the help and power to do our FARRIDA "
IS_BAQIYA,BaqiyaIs,91,9/2/2015 3:07,جديد #ولاية_سيناء حصاد الاجناد https://t.co/WYghkb7aOa/s/_H8l و 
IS_BAQIYA,BaqiyaIs,92,9/2/2015 3:07,https://t.co/4yOV4XFTMh/s/JFUK و https://t.co/VxdsEBLJnb/s/Gxfh htt 
IS_BAQIYA,BaqiyaIs,93,9/2/2015 3:08,p://t. 
ابو الدرداء #خلافة,YazeedDhardaa25,94,9/2/2015 4:42,#IslamicState now just 8 kilometres from Great Umayyad Mosque. March towards #Damascus https://twitter.com/SYRIA_GID/status/638928112554782721 
IS_BAQIYA,BaqiyaIs,95,9/2/2015 15:47,BREAKING Nigeria Islamic State advance on Lagos the business capital biggest city in Nigeria http://www.bbc.com/arabic/worldnews/2015/08/150831_boko_haram_spreads_to_lagos?ocid=socialflow_twitter 
IS_BAQIYA,BaqiyaIs,96,9/2/2015 16:07,#WilayatAlFallujah New Video : The Knights of Victory (Part 3) Coming Soon.....InshaAllah https://twitter.com/account/suspended 
IS_BAQIYA,BaqiyaIs,97,9/2/2015 17:34,@Jazrawi_Missk: Apostate FSA group declares hiwar this area circled as a military zone. https://twitter.com/account/suspended 
abu baker aldimashqi,abubakerdimshqi,98,9/2/2015 23:06,my heart is tears blood every day for those kids from the occupied #Syria my loved country https://t.co/iZPJdxSkG2 
IS_BAQIYA,BaqiyaIs,99,9/3/2015 3:16,WilayatSayna Konkurs Missile attacks - Harvest of the Soldiers Islamic State Wilayat Sayna' http://t.co/2oHOgdXVKO/s/y-je... 
IS_BAQIYA,BaqiyaIs,100,9/3/2015 3:17,#WilayatAlFurat New Video : Rejoice of the Citizens with Gold Currency http://t.co/WHluM0r4GA/s/fgVN https://t.co/Dl5Apf88w7/s/V0A6 ht. 
IS_BAQIYA,BaqiyaIs,101,9/3/2015 3:18,Here is the #JN shar'ī who was doing the job. See the face? His nam 
IS_BAQIYA,BaqiyaIs,102,9/3/2015 3:18,e is Abu Abwab. (2/2) https://www.youtube.com/watch?v=q4UoaGRWEFA&feature=youtube_gdata_player 
ابو الدرداء #خلافة,YazeedDhardaa25,103,9/3/2015 4:31,"RT @pieternanninga: New 37-min video #IS #Sinai prov.: snipers, VBIEDs, manpads & footage of last July's attack on #Egypt|ian patrol boat h… "
ابو الدرداء #خلافة,YazeedDhardaa25,104,9/3/2015 4:32,RT @pieternanninga: New #IS video shows four men being burned alive in al-Anbar province https://twitter.com/pieternanninga/status/638302213295706113/photo/1 
IS_BAQIYA,BaqiyaIs,105,9/3/2015 13:03,"Ali Mohammad Beqaaey died. Second Syrian refugee child to die shot by funeral stray bullets in Lebanon, in 2 months.... "
IS_BAQIYA,BaqiyaIs,106,9/3/2015 13:03,@uygaraktas: #Uighurs are being eliminated in Pakistan under the pretext of war against terrorism http://www.straitstimes.com/asia/east-asia/almost-all-chinas-uighur-militants-eliminated-in-pakistan-president-mamnoon-hussain 
IS_BAQIYA,BaqiyaIs,107,9/3/2015 13:03,What more...Sariyyah al-Ghuraba are extended to Mali & sahara of maghrib/ Algeria! 
IS_BAQIYA,BaqiyaIs,108,9/3/2015 13:04,Mujahideen from Burma capture 3 pigs of the Buddhist army http://t.co/UJMkNMR6NH/s/l_Oi 
IS_BAQIYA,BaqiyaIs,109,9/3/2015 13:16,"Britain should not take more Middle East refugees, says David Cameron https://www.theguardian.com/world/2015/sep/02/david-cameron-migration-crisis-will-not-be-solved-by-uk-taking-in-more-refugees?CMP=share_btn_tw https://twitter.com/nasseratta5/status/639360640293847040/photo/1 "
IS_BAQIYA,BaqiyaIs,110,9/3/2015 14:22,@striv3ric: Here's an alternative link of the statement of the pledge on archive org https://t.co/L4wHO4mbUg/s/gyZx 
IS_BAQIYA,BaqiyaIs,111,9/3/2015 16:14,https://yadi.sk/i/BVHRXlt5iqHT5 #Amaq_News: Video showing #IS soldiers controlling the entire #al_qadam quarter South of #Damascus. 
abu baker aldimashqi,abubakerdimshqi,112,9/3/2015 23:47,"RT @MuslimPrisoners: Bothers & Sisters plz show determination. If the haters never trier banning Abu Haleemah, we should never stop our sho… "
ابو الدرداء #خلافة,YazeedDhardaa25,113,9/4/2015 12:47,RT @3bdUlkaed6r: Russian troops 'fighting alongside Assad's army against Syrian rebels' http://www.telegraph.co.uk/news/worldnews/middleeast/syria/11840713/Russian-troops-fighting-alongside-Assads-army-against-Syrian-rebels.html 
ابو الدرداء #خلافة,YazeedDhardaa25,114,9/4/2015 12:48,RT @syrializer: #Syria: ISIS Destroys More Ancient Artifacts In #Palmyra #IslamicState http://syria.trendolizer.com/2015/09/syria-isis-destroys-more-ancient-artifacts-in-palmyra.html https://twitter.com/syrializer/status/639725810715394048/photo/1 
IS_BAQIYA,BaqiyaIs,115,9/4/2015 16:06,Iraq Basra body of young sunni child found with signs of torture 1 day after being kidnapped by Rafidah militia 
IS_BAQIYA,BaqiyaIs,116,9/4/2015 16:16,@AK47_PK: #IS launched #Katyusha Rockets Against #Peshmerga Barracks In #Hawija https://twitter.com/account/suspended 
IS_BAQIYA,BaqiyaIs,117,9/4/2015 16:17,@AK47_PK: #IS Official Statement on Ishtihadi Operasion In South East Of #Ramadi https://twitter.com/account/suspended 
IS_BAQIYA,BaqiyaIs,118,9/4/2015 16:20,"@AK47_PK: wilayatwestafrica/ double martydom operation targeted military #camp in north Cameroon kills 19,wounds 143 "
IS_BAQIYA,BaqiyaIs,119,9/4/2015 16:25,"Tower of Elahbel a grave made into a tower, worshiped by people around the world. Destroyed by Islamic State. "
IS_BAQIYA,BaqiyaIs,120,9/4/2015 17:35,"العراق : بيجي جحش کا رافضی لیڈر ""مصطفى المحمداوي"" کل جنود الدوله ا "
IS_BAQIYA,BaqiyaIs,121,9/4/2015 17:35,لاسلاميه کے ہاتھوں ھلاک ہوگیا۔ https://twitter.com/account/suspended 
IS_BAQIYA,BaqiyaIs,122,9/5/2015 0:40,"Large quantities of weaponry left behind by Iraqi army and Badr militia upon attack by #ISIS in #Fallujah, #Iraq. #PT http://t.co/YZSCxK "
IS_BAQIYA,BaqiyaIs,123,9/5/2015 0:40,@spamci16: More than 70000 childrens have been killed by Assad regime.Why cry only for the drowned child?Hypocricy of the world. 
IS_BAQIYA,BaqiyaIs,124,9/5/2015 0:42,PHOTOS: #UAE broadcast footage of airstrikes in #Yemen after 45 UAE soldiers killed in Marib.- @Flea1337 https://twitter.com/account/suspended 
IS_BAQIYA,BaqiyaIs,125,9/5/2015 2:20,"also my sincere condolences for UAE , but also for the 4500 Yemeni civilian killed in this meaningless war https://twitter.com/Salman_Shaikh1/status/639916219521351680 "
IS_BAQIYA,BaqiyaIs,126,9/5/2015 2:31,Syrian apostate sahwat dragging a beheaded corpse of a muslim for the sake of America and Turkey https://twitter.com/sakirkhader/status/639892885291278337 
IS_BAQIYA,BaqiyaIs,127,9/5/2015 2:51,#ولاية_حلب مدينه مارع میں جنود خلافه کیساتھـ جھڑپوں میں ہلاک ہونیو 
IS_BAQIYA,BaqiyaIs,128,9/5/2015 2:51,الےمرتدین صحوات کی لاشیں https://justpaste.it/SawlaM3 http://t.co/ 
IS_BAQIYA,BaqiyaIs,129,9/5/2015 2:51,/xGLf2TcqF5/s/ZMTR 
IS_BAQIYA,BaqiyaIs,130,9/5/2015 2:58,"@AK47_PK: This is how coalition Air Raid Destroyed humanity, An infant injured in an Coalition strike at Ar Rutbah, August 6... "
IS_BAQIYA,BaqiyaIs,131,9/5/2015 3:51,15 year old US crusader sent to hell with I fag in his mouth by islamic state in kafra mazra3ah. Hilarious http://t.co/D2/s/CP7e. 
IS_BAQIYA,BaqiyaIs,132,9/5/2015 3:51,A Canadian warplane mistakenly broadcast its location over Islamic State controlled territory https://news.vice.com/article/a-canadian-warplane-mistakenly-broadcast-its-location-over-islamic-state-controlled-territory?utm_source=vicenewstwitter 
IS_BAQIYA,BaqiyaIs,133,9/5/2015 4:49,Couple of the tweets gives you an idea of the situation at that time.. https://twitter.com/account/suspended 
IS_BAQIYA,BaqiyaIs,134,9/5/2015 6:07,What happened to all the AQAP leaders? Story of a mubahala By abu bilal al Yemeni (IS Yemen) https://twitter.com/account/suspended 
IS_BAQIYA,BaqiyaIs,135,9/5/2015 11:43,Islamic state Wilaya alanbar Dead apostates prisoners executed West of Khalidiya https://justpaste.it/kaladei1 https://twitter.com/account/suspended 
IS_BAQIYA,BaqiyaIs,136,9/5/2015 11:44,@update_my_info: #دولة_الخلافة #ولاية_دمشق الثمار في مدينه القريتي 
IS_BAQIYA,BaqiyaIs,137,9/5/2015 11:44,ن https://justpaste.it/thmrQ https://twitter.com/account/suspended 
IS_BAQIYA,BaqiyaIs,138,9/5/2015 12:58,@1436RpG: Coming soon... Wilayat Kirkuk https://twitter.com/account/suspended 
IS_BAQIYA,BaqiyaIs,139,9/5/2015 13:01,@AK47_PK: Coming soon... Wilayat Kirkuk https://twitter.com/account/suspended 
IS_BAQIYA,BaqiyaIs,140,9/5/2015 13:15,"@Mustafaklashin7: Correction: while ghouta is besieged, allloush is eating in a restaurant in Amman (Jordan) "
IS_BAQIYA,BaqiyaIs,141,9/5/2015 13:18,Islamic state Wilaya sinai Destroying cigarettes in the land cigarettes were invented egypt https://t.co/eTImGpeC8G/s/6kHs... 
IS_BAQIYA,BaqiyaIs,142,9/5/2015 13:30,Al jazeera source of recruitment for IS?! 😯You know the same chann 
IS_BAQIYA,BaqiyaIs,143,9/5/2015 13:30,el that had interview with Jowlani http://t.co/zBqJFqjTWC/s/lw9o 
IS_BAQIYA,BaqiyaIs,144,9/5/2015 13:30,@JoinISNation78: #IS #WilayatHims #Syria Side of the works of Hisba 
IS_BAQIYA,BaqiyaIs,145,9/5/2015 13:31,. 📷 https://justpaste.it/nhir https://twitter.com/account/suspended 
IS_BAQIYA,BaqiyaIs,146,9/5/2015 13:49,ولاية_كركوك الان الان جاء القتال ᴴᴰ #يوتيوب✔ https://t.co/PubigNDT 
IS_BAQIYA,BaqiyaIs,147,9/5/2015 13:49,eV/s/HtVd https://twitter.com/account/suspended 
IS_BAQIYA,BaqiyaIs,148,9/5/2015 14:06,Shame on you Arabs;Shame on you Islamic countries Shame on you Gulf countries You're no less than#Assad Syria https://twitter.com/m_mondass/status/640104527056650240 
IS_BAQIYA,BaqiyaIs,149,9/5/2015 14:08,La hawla walā quwwata illā billah. AQAP betrayed from their own al 
IS_BAQIYA,BaqiyaIs,150,9/5/2015 14:08,"ly the taghūt Hādī, abt 100 killed, tens captured & injured by Hout "
IS_BAQIYA,BaqiyaIs,151,9/5/2015 14:09,hīs 
IS_BAQIYA,BaqiyaIs,152,9/5/2015 14:13,Those poor children lost their parents only to be taken in by killers liars thieves terrorists and traitors. What good can come out of it 
IS_BAQIYA,BaqiyaIs,153,9/5/2015 14:23,الدولة_الإسلامية کے خلاف #امریکہ کی #القاعدة کی مدد پر #انصاراللہ ا 
IS_BAQIYA,BaqiyaIs,154,9/5/2015 14:23,ردو کا تبصرہ http://t.co/EzBdHD6Xqm/s/Wj4V #داعش http://t.co/4J1uKo 
IS_BAQIYA,BaqiyaIs,155,9/5/2015 14:24,R08o/s/q8SJ 
IS_BAQIYA,BaqiyaIs,156,9/5/2015 14:46,"NEW strategy of the US, Assad to advance from homs with Russian support and pkk from birth raqqa with US support. "
